Banshee,Credits,"15,000"
Loki,Morphics,1
Chroma,Neural Sensors,2
Atlas,Circuits,800
Yareli,Salvage,875
Sevagoth,Credits,"15,000"
Revenant,Neural Sensors,3
Equinox,Forma,1
Nyx,Systems,1
Gara,Credits,"15,000"
Gara,Circuits,700
Saryn,Salvage,400
Nekros,Salvage,500
Atlas,Warframe Chassis,1
Banshee,Credits,"10,000"
Oberon,Warframe Chassis,1
Baruuk,Ferrite,"2,500"
Khora,Ferrite,"11,500"
Oberon,Polymer Bundle,"1,000"
Lavos,Warframe Chassis,1
Gauss,Argon Crystal,1
Khora,Kavat Genetic Code,5
Saryn,Neural Sensors,1
Grendel,Murkray Liver,15
Ivara,Plastids,800
Wukong,Nitain Extract,3
Sevagoth,Asterite,15
Wukong,Credits,"5,000"
Baruuk,Tromyzon Entroplasma,10
Garuda,Star Amarast,6
Wukong,Credits,"10,000"
Sevagoth,Nullstones,2
Zephyr,Salvage,"1,000"
Nezha,Rubedo,600
Volt,Plastids,220
Nyx,Alloy Plate,150
Hildryn,Lazulite Toroid,2
Nezha,Detonite Injector,1
Banshee,Neural Sensors,1
Mesa,Circuits,500
Rhino,Neuroptics,1
Grendel,Circuits,"1,125"
Sevagoth,Titanium,"1,200"
Wukong,Nitain Extract,1
Harrow,Chassis,1
Equinox,Polymer Bundle,"1,000"
Hydroid,Argon Crystal,2
Zephyr,Oxium,200
Nekros,Chassis,1
Banshee,Ferrite,"1,000"
Octavia,Chassis,1
Chroma,Warframe Neuroptics,"<a href=""/wiki/Ember"" title=""Ember"">Ember Neuroptics</a>"
Volt,Alloy Plate,150
Gauss,Warframe Chassis,1
Nyx,Morphics,1
Oberon,Alloy Plate,220
Nezha,Credits,"10,000"
Xaku,Spinal Core Section,3
Baruuk,Warframe Systems,1
Ash,Rubedo,500
Yareli,Warframe Systems,1
Sevagoth,Credits,"15,000"
Garuda,Systems,1
Banshee,Warframe Chassis,1
Grendel,Fish Meat,125
Titania,Nitain Extract,3
Banshee,Salvage,500
Wisp,Hexenon,300
Nezha,Mutagen Mass,1
Garuda,Credits,"15,000"
Vauban,Credits,"25,000"
Wukong,Credits,"15,000"
Nidus,Polymer Bundle,"6,000"
Lavos,Warframe Systems,1
Equinox,Systems,1
Banshee,Orokin Cell,1
Revenant,Credits,"15,000"
Hydroid,Neuroptics,1
Nidus,Credits,"25,000"
Revenant,Credits,"15,000"
Nezha,Credits,"5,000"
Excalibur,Rubedo,300
Xaku,Pustulite,45
Vauban,Credits,"15,000"
Atlas,Morphics,5
Lavos,Nano Spores,"5,500"
Equinox,Rubedo,500
Ash,Warframe Neuroptics,1
Mirage,Neurodes,1
Mag,Credits,"15,000"
Equinox,Credits,"15,000"
Inaros,Orokin Cell,1
Inaros,Oxium,100
Mirage,Polymer Bundle,650
Hydroid,Nano Spores,"1,200"
Hildryn,Circuits,"1,600"
Garuda,Calda Toroid,2
Lavos,Rubedo,"2,750"
Ash,Credits,"15,000"
Oberon,Polymer Bundle,500
Nyx,Credits,"15,000"
Chroma,Plastids,200
Frost,Morphics,1
Sevagoth,Orokin Cell,3
Gara,Grokdrul,65
Octavia,Neural Sensors,5
Oberon,Orokin Cell,1
Equinox,Credits,"25,000"
Vauban,Rubedo,300
Equinox,Neuroptics,1
Hydroid,Credits,"25,000"
Rhino,Gallium,1
Lavos,Argon Crystal,2
Nezha,Circuits,500
Nyx,Rubedo,300
Gara,Systems,1
Valkyr,Polymer Bundle,200
Mag,Polymer Bundle,150
Rhino,Morphics,1
Volt,Fieldron,1
Mag,Credits,"15,000"
Nezha,Credits,"10,000"
Valkyr,Circuits,150
Nidus,Credits,"15,000"
Equinox,Ferrite,"1,000"
Revenant,Intact Sentient Core,15
Wukong,Credits,"15,000"
Hydroid,Polymer Bundle,150
Equinox,Neural Sensors,1
Revenant,Control Module,3
Ember,Plastids,220
Hydroid,Alloy Plate,150
Frost,Systems,1
Lavos,Titanium,"2,000"
Wukong,Orokin Cell,1
Chroma,Warframe Chassis,1
Nidus,Nano Spores,"5,000"
Sevagoth,Oxium,250
Nova,Credits,"15,000"
Titania,Control Module,1
Trinity,Credits,"15,000"
Zephyr,Oxium,20
Oberon,Gallium,1
Gara,Neurodes,2
Lavos,Cabochon Embolos,6
Octavia,Credits,"15,000"
Nidus,Plastids,"1,400"
Wukong,Salvage,"8,000"
Sevagoth,Warframe Neuroptics,1
Nova,Neuroptics,1
Loki,Plastids,220
Mesa,Chassis,1
Inaros,Systems,1
Oberon,Warframe Systems,1
Baruuk,Warframe Neuroptics,1
Mag,Ferrite,1000
Vauban,Credits,"15,000"
Atlas,Ferrite,"4,600"
Gauss,Salvage,"6,200"
Lavos,Orokin Cell,3
Revenant,Rubedo,"2,200"
Gauss,Warframe Systems,1
Mirage,Orokin Cell,1
Frost,Polymer Bundle,150
Rhino,Rubedo,500
Nova,Morphics,1
Yareli,Credits,"25,000"
Protea,Neural Sensors,5
Volt,Control Module,1
Saryn,Salvage,550
Mirage,Chassis,1
Atlas,Credits,"15,000"
Ember,Neural Sensors,1
Grendel,Credits,"15,000"
Zephyr,Detonite Injector,1
Gara,Chassis,1
Protea,Systems,1
Nova,Credits,"15,000"
Volt,Morphics,1
Volt,Credits,"10,000"
Grendel,Kuaka Spinal Claw,30
Wukong,Ferrite,"25,000"
Mirage,Credits,"15,000"
Limbo,Neuroptics,1
Vauban,Alloy Plate,150
Banshee,Polymer Bundle,500
Mesa,Argon Crystal,1
Atlas,Alloy Plate,"1,100"
Zephyr,Credits,"15,000"
Oberon,Gallium,1
Xaku,Esher Devar,40
Nidus,Neuroptics,1
Banshee,Ferrite,900
Ash,Rubedo,300
Lavos,Trapezium Xenorhast,6
Grendel,Credits,"15,000"
Loki,Credits,"15,000"
Limbo,Rubedo,300
Volt,Mutagen Mass,1
Xaku,Credits,"25,000"
Nezha,Control Module,1
Yareli,Morphics,1
Gauss,Credits,"25,000"
Frost,Plastids,500
Nidus,Systems,1
Gauss,Radian Sentirum,3
Hildryn,Orokin Cell,3
Khora,Kuaka Spinal Claw,35
Nezha,Neurodes,1
Yareli,Mutagen Mass,1
Mag,Chassis,1
Hildryn,Tellurium,2
Ivara,Orokin Cell,1
Excalibur,Morphics,1
Sevagoth,Cryotic,650
Lavos,Credits,"15,000"
Chroma,Neurodes,2
Xaku,Orokin Cell,3
Grendel,Condroc Wing,25
Valkyr,Rubedo,50
Saryn,Plastids,350
Titania,Polymer Bundle,"2,500"
Limbo,Neurodes,2
Ember,Credits,"15,000"
Mirage,Neuroptics,1
Wukong,Morphics,1
Trinity,Control Module,1
Baruuk,Credits,"15,000"
Banshee,Rubedo,50
Volt,Nano Spores,"1,000"
Wukong,Argon Crystal,2
Gara,Credits,"15,000"
Banshee,Neural Sensors,1
Yareli,Circuits,350
Limbo,Credits,"15,000"
Harrow,Credits,"15,000"
Khora,Kavat Genetic Code,2
Atlas,Cryotic,"1,300"
Mag,Orokin Cell,1
Khora,Credits,"15,000"
Titania,Alloy Plate,"1,500"
Equinox,Neural Sensors,1
Chroma,Warframe Chassis,"<a href=""/wiki/Frost"" title=""Frost"">Frost Chassis</a>"
Vauban,Salvage,500
Wukong,Salvage,"1,000"
Inaros,Nano Spores,"1,600"
Frost,Morphics,1
Nezha,Detonite Injector,1
Zephyr,Orokin Cell,1
Yareli,Polymer Bundle,500
Baruuk,Sola Toroid,3
Hydroid,Gallium,4
Octavia,Salvage,"25,000"
Chroma,Warframe Systems,"<a href=""/wiki/Saryn"" title=""Saryn"">Saryn Systems</a>"
Harrow,Systems,1
Oberon,Control Module,1
Excalibur,Credits,"25,000"
Mirage,Credits,"25,000"
Volt,Mutagen Mass,1
Baruuk,Salvage,"3,250"
Chroma,Credits,"15,000"
Inaros,Polymer Bundle,300
Yareli,Heart Noctrul,10
Mag,Plastids,220
Wisp,Hexenon,500
Nekros,Morphics,1
Gara,Coprite Alloy,120
Protea,Alloy Plate,"20,000"
Ember,Ferrite,1000
Grendel,Ferrite,"3,500"
Chroma,Neurodes,1
Yareli,Venerdo Alloy,20
Mesa,Credits,"15,000"
Ash,Alloy Plate,150
Equinox,Equinox,1
Nezha,Nano Spores,"1,000"
Garuda,Alloy Plate,"2,200"
Rhino,Alloy Plate,150
Equinox,Rubedo,500
Zephyr,Neural Sensors,1
Equinox,Control Module,1
Gara,Circuits,850
Wukong,Rubedo,50
Valkyr,Credits,"15,000"
Mesa,Neuroptics,1
Revenant,Credits,"25,000"
Hydroid,Control Module,1
Nidus,Kuva,"2,000"
Vauban,Control Module,1
Vauban,Morphics,1
Octavia,Plastids,"2,600"
Chroma,Warframe Neuroptics,"<a href=""/wiki/Volt"" title=""Volt"">Volt Neuroptics</a>"
Wukong,Credits,"10,000"
Saryn,Credits,"25,000"
Xaku,Neural Sensors,10
Ivara,Rubedo,700
Mag,Rubedo,300
Nyx,Plastids,220
Wukong,Plastids,500
Ivara,Argon Crystal,2
Wisp,Polymer Bundle,"2,200"
Trinity,Chassis,1
Trinity,Credits,"15,000"
Yareli,Credits,"10,000"
Saryn,Systems,1
Zephyr,Polymer Bundle,200
Lavos,Credits,"15,000"
Equinox,Plastids,300
Harrow,Neuroptics,1
Harrow,Oxium,800
Zephyr,Ferrite,"1,000"
Excalibur,Alloy Plate,150
Banshee,Plastids,500
Rhino,Ferrite,1000
Ivara,Neuroptics,1
Chroma,Plastids,50
Trinity,Neuroptics,1
Saryn,Rubedo,50
Mesa,Credits,"15,000"
Xaku,Systems,1
Nova,Ferrite,1000
Wisp,Alloy Plate,"2,750"
Gauss,Marquise Thyst,3
Trinity,Morphics,1
Zephyr,Credits,"10,000"
Gara,Credits,"15,000"
Garuda,Nano Spores,"5,000"
Zephyr,Morphics,1
Grendel,Fish Oil,100
Nekros,Alloy Plate,150
Inaros,Plastids,500
Equinox,Credits,"15,000"
Octavia,Mandachord,1
Ember,Credits,"25,000"
Banshee,Credits,"10,000"
Wisp,Oxium,700
Gauss,Rubedo,"1,600"
Banshee,Warframe Neuroptics,1
Zephyr,Polymer Bundle,500
Octavia,Oxium,"1,000"
Hydroid,Polymer Bundle,500
Volt,Orokin Cell,1
Limbo,Plastids,220
Nezha,Credits,"25,000"
Nezha,Orokin Cell,1
Vauban,Polymer Bundle,150
Mesa,Polymer Bundle,350
Equinox,Credits,"15,000"
Nyx,Ferrite,1000
Baruuk,Warframe Chassis,1
Wukong,Neuroptics,1
Gauss,Orokin Cell,3
Chroma,Warframe Systems,1
Nezha,Salvage,"1,000"
Xaku,Scintillant,5
Wukong,Neurodes,2
Protea,Salvage,"11,500"
Ember,Morphics,1
Chroma,Warframe Neuroptics,1
Ember,Morphics,1
Garuda,Neuroptics,1
Garuda,Radiant Zodian,3
Sevagoth,Nano Spores,"2,950"
Saryn,Morphics,1
Grendel,Warframe Chassis,1
Nova,Credits,"25,000"
Gauss,Heart Nyth,3
Khora,Chassis,1
Nezha,Morphics,1
Khora,Orokin Cell,3
Baruuk,Hespazym Alloy,50
Volt,Morphics,1
Nekros,Credits,"15,000"
Ash,Neural Sensors,1
Harrow,Cryotic,"1,000"
Nekros,Control Module,1
Hildryn,Lazulite Toroid,2
Frost,Credits,"25,000"
Nezha,Alloy Plate,"1,000"
Octavia,Credits,"25,000"
Rhino,Credits,"15,000"
Nova,Rubedo,500
Atlas,Argon Crystal,2
Sevagoth,Morphics,8
Ivara,Nitain Extract,4
Xaku,Credits,"15,000"
Trinity,Rubedo,300
Xaku,Breath Of The Eidolon,10
Limbo,Salvage,500
Lavos,Hexenon,550
Zephyr,Detonite Injector,1
Yareli,Plastids,150
Titania,Orokin Cell,3
Equinox,Chassis,1
Wisp,Chassis,1
Ivara,Credits,"15,000"
Banshee,Control Module,1
Sevagoth,Warframe Chassis,1
Grendel,Orokin Cell,3
Octavia,Systems,1
Xaku,Venerdo Alloy,50
Hildryn,Argon Crystal,1
Mirage,Polymer Bundle,400
Zephyr,Credits,"15,000"
Excalibur,Polymer Bundle,150
Valkyr,Plastids,400
Hydroid,Alloy Plate,220
Frost,Chassis,1
Banshee,Detonite Injector,1
Banshee,Credits,"25,000"
Loki,Credits,"25,000"
Equinox,Polymer Bundle,150
Frost,Neural Sensors,1
Banshee,Fieldron,1
Hydroid,Orokin Cell,1
Hildryn,Rubedo,"2,300"
Wukong,Credits,"10,000"
Wukong,Ferrite,900
Mesa,Nano Spores,"1,000"
Excalibur,Systems,1
Khora,Systems,1
Zephyr,Warframe Systems,1
Limbo,Control Module,1
Nekros,Ferrite,1000
Zephyr,Nano Spores,"1,000"
Baruuk,Credits,"15,000"
Nezha,Chassis,1
Equinox,Ferrite,150
Lavos,Credits,"25,000"
Nova,Rubedo,300
Volt,Neural Sensors,1
Limbo,Alloy Plate,150
Harrow,Neural Sensors,5
Harrow,Rubedo,"1,500"
Valkyr,Credits,"15,000"
Equinox,Alloy Plate,150
Nyx,Chassis,1
Oberon,Alloy Plate,150
Limbo,Argon Crystal,1
Loki,Systems,1
Ash,Warframe Chassis,1
Ember,Chassis,1
Gauss,Credits,"15,000"
Equinox,Orokin Cell,1
Excalibur,Rubedo,500
Frost,Credits,"15,000"
Volt,Detonite Injector,1
Limbo,Rubedo,500
Nova,Credits,"15,000"
Yareli,Credits,"10,000"
Xaku,Credits,"15,000"
Protea,Credits,"15,000"
Banshee,Morphics,1
Baruuk,Orokin Cell,1
Garuda,Credits,"25,000"
Mesa,Credits,"15,000"
Mesa,Systems,1
Wisp,Plastids,950
Octavia,Credits,"15,000"
Volt,Neural Sensors,1
Gara,Iradite,55
Chroma,Polymer Bundle,350
Banshee,Control Module,1
Saryn,Credits,"15,000"
Chroma,Argon Crystal,2
Wukong,Polymer Bundle,"2,600"
Ember,Credits,"15,000"
Rhino,Rubedo,300
Zephyr,Credits,"15,000"
Trinity,Orokin Cell,1
Lavos,Nitain Extract,5
Hildryn,Plastids,"1,500"
Sevagoth,Credits,"25,000"
Volt,Morphics,1
Octavia,Kuva,"2,000"
Nekros,Plastids,220
Volt,Salvage,"1,000"
Ember,Polymer Bundle,150
Limbo,Credits,"25,000"
Mirage,Alloy Plate,250
Yareli,Credits,"15,000"
Rhino,Credits,"15,000"
Grendel,Morphics,10
Nekros,Morphics,1
Valkyr,Morphics,1
Lavos,Circuits,"3,000"
Volt,Rubedo,500
Revenant,Neuroptics,1
Nyx,Credits,"25,000"
Excalibur,Ferrite,1000
Volt,Credits,"10,000"
Xaku,Ganglion,60
Zephyr,Oxium,200
Nyx,Credits,"15,000"
Oberon,Warframe Neuroptics,1
Gauss,Warframe Neuroptics,1
Excalibur,Credits,"15,000"
Inaros,Polymer Bundle,350
Wukong,Plastids,"4,000"
Hildryn,Credits,"15,000"
Gauss,Credits,"15,000"
Nezha,Orokin Cell,1
Mag,Salvage,500
Limbo,Polymer Bundle,150
Banshee,Nano Spores,"1,000"
Equinox,Orokin Cell,1
Banshee,Circuits,150
Khora,Rubedo,"4,300"
Volt,Ferrite,"1,000"
Nyx,Credits,"15,000"
Mesa,Neural Sensors,2
Nekros,Neuroptics,1
Yareli,Credits,"15,000"
Ash,Morphics,1
Banshee,Orokin Cell,1
Mirage,Orokin Cell,1
Ash,Polymer Bundle,150
Zephyr,Warframe Chassis,1
Yareli,Scrubber Exa Brain,5
Vauban,Ferrite,1000
Wisp,Rubedo,950
Banshee,Polymer Bundle,200
Baruuk,Hespazym Alloy,100
Wisp,Salvage,"10,000"
Nezha,Cryotic,500
Volt,Credits,"10,000"
Revenant,Systems,1
Banshee,Fieldron,1
Hydroid,Credits,"15,000"
Loki,Control Module,1
Mesa,Plastids,500
Ivara,Control Module,5
Nekros,Systems,1
Mesa,Orokin Cell,1
Chroma,Credits,"15,000"
Atlas,Warframe Neuroptics,1
Yareli,Warframe Neuroptics,1
Limbo,Orokin Cell,3
Sevagoth,Credits,"15,000"
Valkyr,Systems,1
Zephyr,Credits,"10,000"
Octavia,Plastids,"1,500"
Titania,Tellurium,1
Yareli,Argon Crystal,2
Trinity,Polymer Bundle,150
Zephyr,Mutagen Mass,1
Garuda,Credits,"15,000"
Mirage,Orokin Cell,1
Baruuk,Credits,"25,000"
Volt,Detonite Injector,1
Banshee,Plastids,400
Volt,Ferrite,1000
Nezha,Salvage,"4,500"
Inaros,Circuits,500
Ivara,Cryotic,"2,000"
Garuda,Polymer Bundle,"2,400"
Trinity,Morphics,1
Yareli,Nano Spores,"1,000"
Nekros,Credits,"25,000"
Zephyr,Control Module,1
Garuda,Marquise Thyst,3
Yareli,Orokin Cell,3
Loki,Credits,"15,000"
Nova,Polymer Bundle,150
Ash,Control Module,1
Inaros,Neuroptics,1
Harrow,Orokin Cell,5
Equinox,Systems,1
Nyx,Polymer Bundle,150
Wisp,Argon Crystal,1
Yareli,Detonite Injector,1
Equinox,Plastids,500
Mag,Credits,"15,000"
Titania,Credits,"15,000"
Ivara,Argon Crystal,1
Khora,Polymer Bundle,"1,500"
Xaku,Gyromag Systems,5
Mag,Alloy Plate,150
Ash,Plastids,500
Inaros,Credits,"15,000"
Vauban,Plastids,220
Nova,Plastids,600
Gauss,Star Crimzian,6
Inaros,Neurodes,3
Zephyr,Fieldron,1
Nova,Systems,1
Volt,Rubedo,300
Hildryn,Lazulite Toroid,2
Nezha,Fieldron,1
Saryn,Control Module,1
Yareli,Credits,"10,000"
Titania,Credits,"15,000"
Trinity,Neural Sensors,1
Wukong,Credits,"25,000"
Gara,Charc Electroplax,35
Ivara,Chassis,1
Revenant,Cetus Wisp,3
Grendel,Argon Crystal,2
Rhino,Gallium,1
Equinox,Chassis,1
Frost,Ferrite,1000
Excalibur,Morphics,1
Revenant,Iradite,50
Titania,Neuroptics,1
Banshee,Morphics,1
Nidus,Mutagen Sample,10
Wukong,Rubedo,500
Hildryn,Thermal Sludge,90
Loki,Polymer Bundle,150
Zephyr,Control Module,1
Nezha,Gallium,1
Xaku,Thaumic Distillate,60
Grendel,Credits,"35,000"
Revenant,Rubedo,"1,500"
Nezha,Systems,1
Valkyr,Orokin Cell,1
Ember,Salvage,500
Rhino,Polymer Bundle,150
Ivara,Rubedo,"1,000"
Wukong,Plastids,"9,000"
Baruuk,Calda Toroid,3
Limbo,Ferrite,1000
Sevagoth,Warframe Systems,1
Nekros,Credits,"15,000"
Garuda,Venerdo Alloy,40
Loki,Neural Sensors,1
Harrow,Control Module,15
Nezha,Ferrite,"3,200"
Rhino,Credits,"15,000"
Volt,Credits,"15,000"
Frost,Salvage,500
Ember,Orokin Cell,1
Banshee,Rubedo,500
Yareli,Alloy Plate,"1,750"
Gara,Credits,"25,000"
Equinox,Gallium,1
Rhino,Systems,1
Banshee,Salvage,"1,000"
Inaros,Alloy Plate,"1,500"
Excalibur,Neural Sensors,1
Baruuk,Synathid Ecosynth Analyzer,5
Nidus,Neurodes,3
Atlas,Neurodes,5
Khora,Alloy Plate,"12,250"
Baruuk,Vega Toroid,3
Frost,Credits,"15,000"
Mesa,Oxium,50
Banshee,Credits,"5,000"
Volt,Polymer Bundle,150
Ash,Credits,"25,000"
Ivara,Morphics,5
Grendel,Warframe Systems,1
Equinox,Morphics,1
Frost,Rubedo,500
Revenant,Salvage,"8,000"
Zephyr,Rubedo,50
Gauss,Mytocardia Spore,70
Wukong,Orokin Cell,1
Hildryn,Neuroptics,1
Wukong,Systems,1
Banshee,Credits,"15,000"
Nezha,Neural Sensors,1
Atlas,Polymer Bundle,"1,400"
Excalibur,Credits,"15,000"
Protea,Oxium,550
